"","Original","Outcome","ES","TH","RRH","Prev","PrevEligible","Family","Comorbidity"
"2564",5,0,0.178580516283666,0.191753298099858,0.153987270808265,0.10758829649912,1,1,0
"2565",5,1,0.216456229615673,0.19274395386566,0.205999296488443,0.133693654528898,1,1,1
"2566",5,1,0.137344260579433,0.128971735039723,0.146711198661655,0.0872177702043408,1,1,1
"2567",1,1,0.715045668885803,0.707704859415247,0.719269040233281,NA,0,0,1
"2568",5,1,0.316598462223391,0.267646218849557,0.265740784964895,0.286536689647136,1,1,0
"2569",1,1,0.727039521546176,0.599699965737534,0.715951375482673,0.625803622772401,1,0,1
"2570",1,0,0.351568079003876,0.272846536520755,0.298337770539826,NA,0,0,0
"2571",4,1,0.525375637555554,0.439245377325241,0.530031631898829,NA,0,0,0
"2572",5,1,0.143067732088046,0.160440408782403,0.131702747674105,0.0817424961731054,1,1,0
"2573",5,0,0.17811044361869,0.160295290738622,0.178815425662348,0.102289482733792,1,1,0
"2574",5,0,0.128942335805022,0.0844229190322621,0.150986648281039,0.0710551706432911,1,0,0
"2575",5,0,0.424024743284389,0.420151167123745,0.422916743256239,0.315971679212792,1,1,0
"2576",3,0,0.36202445577444,0.251992952146854,0.350104158466443,NA,0,0,1
"2577",1,0,0.243583754790785,0.222302918450929,0.233749801918986,NA,0,1,0
"2578",5,0,0.282799755567822,0.299458206964725,0.296341271245551,0.210788647403151,1,1,0
"2579",5,0,0.0960093598560706,0.0870305009395573,0.12595599215857,0.05669438568473,1,1,0
"2580",5,0,0.177147712179884,0.175641334926388,0.149379226488613,0.101600512704929,1,1,0
"2581",3,0,0.504256587046609,0.441777682913936,0.488055113204877,NA,0,0,0
"2582",5,0,0.206794054755455,0.16126661868732,0.18539232537358,0.116697815146672,1,0,0
"2583",1,0,0.349219727865349,0.323349295473978,0.302590664211741,NA,0,1,0
"2584",5,0,0.179753405723744,0.0980056038573024,0.163097685744499,0.0977688633338103,1,0,0
"2585",1,0,0.530048065951818,0.42943742370328,0.482713070354168,NA,0,0,0
"2586",1,1,0.533497001728775,0.52185442015088,0.465224888880805,NA,0,1,0
"2587",5,0,0.194164792465393,0.179077664018285,0.158652662051965,0.110600283122232,1,1,0
"2588",1,1,0.431618862124245,0.356349613462044,0.406978601595121,NA,0,0,0
"2589",1,0,0.348263226596641,0.307551171301827,0.33400289992753,NA,0,0,0
"2590",1,1,0.591322085406613,0.564042458278734,0.556300682538155,NA,0,1,0
"2591",1,0,0.257588547267299,0.214727205543884,0.230301895876311,NA,0,1,0
"2592",5,1,0.331681414417062,0.308148614339655,0.303400334398553,0.226296309051656,1,1,0
"2593",3,0,0.280636258326978,0.210493996754468,0.258959658421631,NA,0,0,1
"2594",5,1,0.282042382542737,0.273106345712606,0.249371695763746,0.17675443501168,1,1,0
"2595",1,0,0.313253242888015,0.232213041658633,0.295540230158235,NA,0,0,0
"2596",3,0,0.492395213504805,0.374108718838488,0.465841072112405,NA,0,0,1
"2597",4,1,0.744519018713798,0.682512703679756,0.817330092510737,NA,0,0,1
"2598",1,1,0.487699707599392,0.451184854917031,0.451309433083656,NA,0,0,0
"2599",3,1,0.650020822099529,0.554951227791452,0.621949310153083,NA,0,0,0
"2600",3,0,0.411230860632657,0.290327653950579,0.405992618828562,NA,0,0,1
"2601",3,1,0.437483646853321,0.38623676086292,0.375411385529802,NA,0,0,0
"2602",1,0,0.353699768229426,0.285537968047086,0.254403589787756,NA,0,0,0
"2603",1,0,0.529000298198337,0.582519295083739,0.487074507093397,NA,0,1,0
"2604",1,1,0.589411832613619,0.528690710667449,0.580196626088925,NA,0,0,0
"2605",5,0,0.123792594778733,0.0940415757433789,0.100769929062306,0.101620348157692,1,1,0
"2606",1,1,0.483073805230357,0.41075811719352,0.532416592428473,NA,0,0,1
"2607",1,0,0.261131775531101,0.195308144464007,0.2154564063429,NA,0,0,0
"2608",3,1,0.748131432930548,0.677050680222358,0.728526876087798,NA,0,0,0
"2609",1,0,0.266281511453481,0.276984029062629,0.238645597195872,NA,0,0,0
"2610",5,0,0.160144224282667,0.12555514151107,0.159557799611719,0.0789205928530637,1,1,1
"2611",1,0,0.533923162105663,0.420857014254226,0.517105900032682,NA,0,0,1
"2612",4,0,0.232205299351242,0.194850911924441,0.241809374454324,NA,0,1,0
"2613",5,0,0.160474019312063,0.180880879226172,0.145036446372126,0.0940839087696615,1,1,0
"2614",5,0,0.139139847628814,0.100707886191538,0.132338564093716,0.0780077556357389,1,1,0
"2615",5,0,0.208413906062941,0.192790779630702,0.192129800210316,0.130959925711162,1,1,0
"2616",1,0,0.505033023414931,0.426332160307575,0.425042542559636,NA,0,0,0
"2617",3,0,0.242942559217918,0.24750144418111,0.205576285994277,NA,0,1,0
"2618",5,1,0.359849606341984,0.357773097363095,0.332638149126845,0.243222677258877,1,0,0
"2619",1,1,0.562225624712307,0.507509512547908,0.492095341723805,NA,0,0,0
"2620",3,0,0.284212450503662,0.227645709145562,0.282552066357793,NA,0,0,0
"2621",5,0,0.481795498557553,0.455743248111688,0.44566621141869,0.375863876671465,1,1,0
"2622",1,0,0.350447515320336,0.287661840014384,0.297586338844755,NA,0,0,0
"2623",4,0,0.375406567090153,0.327594957167928,0.382619650000546,NA,0,1,0
"2624",5,1,0.248026476343933,0.279994226612848,0.239254224529834,0.165156888181812,1,1,0
"2625",1,1,0.191023442094103,0.164154292946823,0.213910866501402,0.13532247487815,1,1,0
"2626",5,0,0.174981556207895,0.174684639781988,0.151064116621864,0.109698739697941,1,1,0
"2627",5,0,0.216279113146579,0.160954556973127,0.177384664312746,0.112584398993802,1,0,0
"2628",5,0,0.452589672245298,0.446614235907663,0.402526290416918,0.376292027007324,1,1,0
"2629",3,0,0.651233909848379,0.549359028505249,0.64913929207744,NA,0,0,1
"2630",4,0,0.600845937418947,0.559810742312776,0.617923742661173,NA,0,0,0
"2631",3,0,0.227168552359591,0.139881407240332,0.216652551076402,NA,0,0,1
"2632",1,0,0.441326370022121,0.366282779573578,0.406223247431305,0.272482628602116,1,0,0
"2633",5,0,0.28617891576149,0.21687084873534,0.230826206859967,0.176756183613446,1,0,0
"2634",5,0,0.199209035477968,0.156844141551249,0.1680087292992,0.11413903405155,1,0,0
"2635",5,1,0.135852369658254,0.133733038467336,0.123104810607439,0.0871422134335249,1,1,0
"2636",3,0,0.381365112711219,0.266119382583587,0.37638441835326,NA,0,0,1
"2637",5,0,0.162724777026832,0.174099899689294,0.152213019180799,0.0952433143306119,1,0,0
"2638",5,0,0.166871340343523,0.172833680013621,0.148626275309081,0.104158953055543,1,1,0
"2639",3,0,0.408271297280267,0.295877629710222,0.36177719717956,NA,0,0,1
"2640",5,0,0.196466600761026,0.141153014833184,0.167375670993619,0.115448320938828,1,0,0
"2641",3,0,0.239195528227137,0.211624689010683,0.26121995419879,NA,0,1,1
"2642",3,0,0.363689921446029,0.306355794099269,0.323260935848274,NA,0,0,0
"2643",5,0,0.488834296985668,0.405888442846595,0.441030809300296,0.347342144826929,1,0,0
"2644",1,0,0.372519046931916,0.335919745191793,0.410925376023083,NA,0,0,0
"2645",1,1,0.557751397183903,0.577990105155172,0.549028899747226,NA,0,1,0
"2646",1,0,0.255285418655314,0.249922206062179,0.216782503902103,NA,0,1,0
"2647",1,1,0.273575372931038,0.287060652512656,0.266519260847571,NA,0,1,0
"2648",5,0,0.221313546484699,0.170370841074467,0.235899461227851,0.115226064642555,1,0,0
"2649",3,0,0.49477749580813,0.429577079900527,0.473041233080428,NA,0,0,1
"2650",3,0,0.366655679468297,0.316307482018365,0.387076702564087,NA,0,0,0
"2651",4,1,0.470983443855234,0.451650918855581,0.487031911696693,NA,0,0,0
"2652",5,0,0.225844538200434,0.180003077266562,0.196302066575926,0.154405516369663,1,0,0
"2653",5,0,0.131203628023633,0.148149139314924,0.144195134497478,0.0723219177282482,1,1,0
"2654",1,0,0.23856472735468,0.207810977220836,0.187999281927145,NA,0,1,0
"2655",5,0,0.196250579256645,0.143017598896621,0.189810307452774,0.15513546179998,1,0,0
"2656",3,0,0.707238086605344,0.652520413737187,0.701527843283482,NA,0,0,0
"2657",1,0,0.4054019504482,0.367254396238536,0.352863081131222,NA,0,1,0
"2658",5,1,0.201491819171064,0.143105766593037,0.195887594365333,0.102351685890393,1,0,0
"2659",5,0,0.22153789883059,0.169038200867242,0.184688508243268,0.113521291314545,1,0,0
"2660",5,0,0.142479264604231,0.138933742736073,0.147578125027129,0.0889036813786003,1,1,0
"2661",1,1,0.224245413185837,0.159949477873076,0.212959333626544,NA,0,0,0
"2662",3,0,0.532771473995661,0.465518336642094,0.487194080806313,NA,0,0,0
"2663",1,0,0.241065832869709,0.223306699478211,0.222278533097969,NA,0,0,0
"2664",3,1,0.186716877103538,0.143348942053598,0.155120558112947,NA,0,0,0
"2665",1,0,0.451823543610845,0.521039923680463,0.400445120908524,NA,0,1,0
"2666",3,0,0.50836069514989,0.427335759202209,0.42605404249642,NA,0,0,0
"2667",1,1,0.197027744434678,0.197358008622612,0.163832567565009,NA,0,1,0
"2668",1,1,0.388850260311802,0.295996599382789,0.357493466087544,NA,0,0,1
"2669",5,0,0.473031840159582,0.462622271808936,0.418249996237498,0.357062368053539,1,1,0
"2670",5,0,0.452938093488254,0.450448992881649,0.46250495969673,0.375373160030815,1,1,0
"2671",5,1,0.135674383698402,0.142709218943401,0.130623482056104,0.0836962117482694,1,1,0
"2672",5,0,0.272993538894995,0.257550552815585,0.252718241362841,0.183306576811146,1,1,0
"2673",3,0,0.31690588737224,0.271147571585984,0.26989547599586,NA,0,1,0
"2674",5,0,0.169354725283972,0.193035129634592,0.167987141698777,0.100848541707049,1,1,0
"2675",1,0,0.57972170937034,0.500417776513091,0.564416155303476,NA,0,0,0
"2676",1,1,0.368090976459444,0.349005534200819,0.346429055369934,NA,0,0,0
"2677",3,0,0.775968443328717,0.738904507097009,0.782162361021732,NA,0,0,1
"2678",4,0,0.283756841070358,0.228339009259982,0.337175022512669,NA,0,0,1
"2679",1,0,0.571422791530682,0.511009741341879,0.503573731832394,0.38346660842873,1,0,0
"2680",5,0,0.232244347639631,0.246330417051607,0.229386145754517,0.149862857795339,1,1,0
"2681",1,0,0.455408052734247,0.430222896478351,0.392739315284319,NA,0,0,0
"2682",5,0,0.330517494602473,0.26340053719344,0.344282653382885,0.208248548218183,1,0,0
"2683",1,0,0.272239393280079,0.204598588417457,0.204950888941158,NA,0,0,0
"2684",1,0,0.361325269554887,0.297882106632424,0.312290253079784,NA,0,1,0
"2685",5,0,0.194377213633964,0.220586352220142,0.196785660760949,0.134119394425716,1,1,0
"2686",5,0,0.14969550101784,0.150174752606304,0.152871294792364,0.0963886718845932,1,1,0
"2687",5,0,0.628678389101628,0.56730320972196,0.539578607608449,0.527613707088445,1,0,0
"2688",5,1,0.170845791983481,0.161484356122082,0.154549055808865,0.111919850452861,1,1,0
"2689",3,0,0.434687957218897,0.390040789912506,0.404252580807827,NA,0,0,0
"2690",4,0,0.27562782626713,0.201690242661506,0.314113375541186,NA,0,0,0
"2691",5,0,0.173387855615688,0.172741852413526,0.169130731578567,0.119298043385525,1,1,0
"2692",5,0,0.175891091752499,0.159807738199868,0.162722950063419,0.0928161946520876,1,0,0
"2693",1,0,0.214079198941808,0.164202644083809,0.20563407677843,NA,0,1,0
"2694",4,0,0.700965648812291,0.637586977694265,0.684569339081839,NA,0,0,0
"2695",5,0,0.094429234702314,0.1265482367516,0.0887318828565809,0.0616104064506991,1,0,0
"2696",5,0,0.310313475846004,0.349358835831133,0.304285162939522,0.216299556694928,1,1,1
"2697",1,0,0.350886778008521,0.26888462125055,0.272882371296142,NA,0,0,0
"2698",5,0,0.391217595586834,0.302437129299764,0.329048352925909,0.239121869444237,1,0,0
"2699",5,0,0.239401460233131,0.169492037758228,0.173684614760285,0.116708372730611,1,0,0
"2700",5,0,0.113433082657012,0.117088884283242,0.110406655792249,0.0731705437135058,1,1,0
"2701",5,1,0.139303690097761,0.13909193624631,0.111861860948358,0.0835608447694498,1,1,0
"2702",1,1,0.471676099659605,0.437608208425716,0.372682296874094,NA,0,0,0
"2703",1,0,0.478684076912186,0.423177537810939,0.465318800543222,NA,0,0,0
"2704",1,0,0.555137400119637,0.554332513479337,0.623657611924671,NA,0,1,1
"2705",1,0,0.315522020705529,0.313664733844638,0.308692312906316,NA,0,1,0
"2706",1,1,0.469573443029742,0.450028233914078,0.44572412903053,NA,0,1,0
"2707",1,0,0.671601565230818,0.663945763502596,0.652182744648104,NA,0,0,1
"2708",5,0,0.164441643589328,0.171158210566858,0.144301638800317,0.110211463153542,1,1,0
"2709",1,0,0.19513996549275,0.177961211534695,0.17483828087551,0.119747016458042,1,1,0
"2710",5,1,0.270485701667144,0.289193571305901,0.236832496499539,0.18221385711383,1,1,0
"2711",5,0,0.0712185424757075,0.0748871193597303,0.0673105677678489,0.0401973465019218,1,1,0
"2712",5,0,0.255268973295593,0.260399196240428,0.227298108638416,0.17741562660228,1,1,0
"2713",1,1,0.488506313418391,0.423253625047426,0.459492693156032,NA,0,0,0
"2714",1,0,0.319054382638626,0.297927641751851,0.352461820669485,NA,0,0,1
"2715",5,0,0.615523718398979,0.635939393109124,0.625120792615148,0.517315039514262,1,1,0
"2716",1,0,0.278012991310544,0.266542854005621,0.216877561046549,NA,0,1,0
"2717",1,0,0.317450948703066,0.291014214177561,0.289896460971389,NA,0,1,0
"2718",3,1,0.642532057256441,0.610983004206879,0.674617991075466,NA,0,0,1
"2719",1,0,0.27938811623308,0.240467214086809,0.252209264066052,NA,0,0,0
"2720",5,0,0.178973934392898,0.15256519002028,0.164745680120579,0.105837257260365,1,1,0
"2721",4,0,0.219863700238276,0.164614955395768,0.236487373779539,0.129778136187033,1,0,0
"2722",5,0,0.470857361536019,0.490110748125379,0.476475700078171,0.439179827008342,1,1,0
"2723",1,1,0.355037529494015,0.371656971102408,0.313110360124544,NA,0,1,0
"2724",3,0,0.453965235356039,0.428148985989814,0.456628988728408,NA,0,0,0
"2725",4,0,0.397871614987416,0.400063723923815,0.385184972871763,NA,0,1,0
"2726",5,0,0.144256527246196,0.112961128197602,0.169373144292879,0.0773583057136708,1,0,0
"2727",5,0,0.189022057021578,0.228325445855053,0.223122830887172,0.139032326711037,1,1,0
"2728",3,1,0.346431761229313,0.278378910759012,0.366307037922936,NA,0,0,0
"2729",4,0,0.268951650094141,0.193390437616903,0.221199409020247,0.149617415398034,1,0,0
"2730",3,0,0.676225992047334,0.58703491273627,0.687630516641881,NA,0,0,0
"2731",1,1,0.348683954112929,0.261747789338442,0.328577083857061,NA,0,0,0
"2732",1,1,0.429866357551554,0.35366954206276,0.417459437183904,NA,0,0,0
"2733",5,0,0.119532307932764,0.130673695895072,0.107918018924204,0.0729339847954224,1,1,0
"2734",1,0,0.641566662977213,0.660955431551281,0.652967470415864,NA,0,1,0
"2735",5,0,0.106923101269721,0.109903358997951,0.102914187945529,0.0564236071337013,1,1,0
"2736",5,1,0.241883951845822,0.21362639388512,0.207589563658554,NA,0,1,0
"2737",5,1,0.146848211949818,0.167377638149885,0.160011545415121,0.100568071562563,1,1,0
"2738",1,0,0.365867484401474,0.347758526210358,0.367748868822244,NA,0,1,0
"2739",1,0,0.35061654127494,0.309286577999319,0.278987287697411,NA,0,1,0
"2740",3,1,0.710089422801777,0.644707191204193,0.723224257034742,NA,0,0,0
"2741",1,0,0.327274789551612,0.341772658844336,0.320977517251674,NA,0,1,0
"2742",3,0,0.47031745303976,0.391474439400984,0.407874590396058,NA,0,0,1
"2743",3,0,0.548218361287113,0.468710539410515,0.576779620111448,NA,0,0,1
"2744",1,0,0.352375559538914,0.349443253606544,0.335979849166033,0.252385393460653,1,1,0
"2745",3,1,0.61328960645658,0.508305240718923,0.610041761647082,NA,0,0,1
"2746",5,0,0.120259341837466,0.124426406205214,0.108427469621028,0.0707769167007197,1,1,0
"2747",1,1,0.423528201916461,0.385340932885672,0.414622999808154,NA,0,1,0
"2748",5,1,0.286550794036666,0.189719028046212,0.322148599893944,0.205847301458527,1,0,1
"2749",4,1,0.689128547727048,0.638141336997677,0.735782670588921,NA,0,0,0
"2750",5,0,0.229020927172381,0.216411729211987,0.221983876938605,0.138017628812319,1,1,0
"2751",3,1,0.473963276867955,0.397836160404665,0.460310971224708,NA,0,0,0
"2752",1,1,0.510896841607132,0.415184147631446,0.505717929749335,NA,0,0,0
"2753",1,1,0.87262974871499,0.893611377892135,0.852550305387638,NA,0,1,0
"2754",5,0,0.189396630692588,0.177096137210106,0.191069693755656,0.111297252821917,1,1,0
"2755",1,1,0.582430383778292,0.499198351582722,0.528898261689236,NA,0,0,0
"2756",1,1,0.516636987973803,0.555749387407903,0.495645884326031,NA,0,1,0
"2757",1,0,0.225367817969215,0.26435602979094,0.226446957615641,NA,0,1,0
"2758",3,0,0.355097150941124,0.299186035952388,0.366915108979878,NA,0,0,0
"2759",5,0,0.209068025807558,0.211036761395378,0.192360955092042,0.122338340419132,1,1,0
"2760",1,1,0.412116570553138,0.312681324515868,0.382481478636772,NA,0,0,1
"2761",5,0,0.173866116420567,0.116272310588727,0.184102562859861,0.0831289979069117,1,0,1
"2762",5,0,0.194284566737889,0.1338920545393,0.152448460658375,0.093569101825424,1,0,0
"2763",5,1,0.25423921337826,0.268515884574877,0.241954509992778,0.146376869904936,1,1,0
"2764",4,0,0.30984632272424,0.311234811320425,0.294096243285915,NA,0,1,0
"2765",5,0,0.16195172838075,0.166933100929845,0.137872777699445,0.100678828390746,1,1,0
"2766",1,1,0.200875315226208,0.19571624621899,0.173517823920655,NA,0,1,0
"2767",1,1,0.758586537086683,0.686528795508413,0.700970649149745,NA,0,0,0
"2768",4,0,0.269886225487747,0.194192537072223,0.255651726881913,0.164840560676025,1,0,0
"2769",1,1,0.393829381920621,0.4295013554139,0.361128065357907,NA,0,1,0
"2770",1,0,0.295309242325376,0.303566705028167,0.270340726123558,NA,0,1,1
"2771",5,0,0.148755120539203,0.102788509629023,0.153270949321165,0.0873501301152854,1,0,0
"2772",5,0,0.292828326671968,0.323996929487704,0.27122151513025,0.191270931485279,1,1,0
"2773",4,1,0.35502832856235,0.278393819364933,0.328530323698116,NA,0,0,1
"2774",5,0,0.265183304803643,0.290677080550076,0.246697024013623,0.173421360596829,1,1,0
"2775",1,1,0.290581744629564,0.301489613962328,0.246169438040791,NA,0,1,0
"2776",3,0,0.438948973061021,0.324109173090204,0.429730646748417,NA,0,0,0
"2777",5,0,0.141410917408791,0.14754753173834,0.143309014680082,0.0905761794896286,1,1,0
"2778",5,0,0.235522820804186,0.169842950366142,0.188833995476328,0.119539304185599,1,0,0
"2779",5,0,0.18541250972021,0.155541196538658,0.174928187916157,0.105365383917395,1,1,0
"2780",5,1,0.371806788112557,0.350731981805036,0.339865599211895,0.300688322417589,1,1,0
"2781",4,1,0.294651295078404,0.204329264890801,0.298406577749908,NA,0,0,0
"2782",1,0,0.463412591417027,0.353221714247155,0.430421648581291,NA,0,0,1
"2783",1,1,0.322933203633719,0.251234719175561,0.247244127499164,NA,0,0,0
"2784",4,1,0.671806665368089,0.629357055133141,0.703976344211599,NA,0,0,1
"2785",3,1,0.395849441654189,0.292702395989476,0.388759727636285,NA,0,0,0
"2786",1,0,0.592566588433072,0.607982019079611,0.606233935793357,NA,0,1,1
"2787",3,0,0.692337537306817,0.64673492632126,0.650840617848455,NA,0,0,0
"2788",1,1,0.743895437259099,0.690277826027376,0.682730638447322,NA,0,0,0
"2789",5,1,0.410619337577935,0.293909765294898,0.385134523404679,0.291226637051783,1,0,0
"2790",5,0,0.329707552748404,0.241017566582258,0.294404113196124,0.216056378811956,1,0,0
"2791",5,0,0.177436702403816,0.178002933998145,0.144411614801097,0.109447849024083,1,1,0
"2792",5,0,0.172100406134538,0.0935063607805883,0.17295962785031,0.0845611812348499,1,0,0
"2793",1,1,0.515955923117501,0.439574247352829,0.532041637140342,NA,0,0,1
"2794",3,1,0.602429300163678,0.513284256016924,0.62258625674586,NA,0,0,1
"2795",3,0,0.406796292323804,0.301364023853352,0.39582809289278,NA,0,0,1
"2796",5,0,0.178927975520877,0.137071776318079,0.161716829574566,0.0969789993266067,1,1,0
"2797",1,0,0.194624450170408,0.194669653299623,0.213317729906954,NA,0,1,0
"2798",3,1,0.638425855607119,0.54527607701743,0.612335397220926,NA,0,0,1
"2799",1,0,0.226149009129544,0.188939763710552,0.210457790334136,NA,0,0,0
"2800",3,1,0.560585859779558,0.437785472666264,0.551175346964139,NA,0,0,1
"2801",1,1,0.191749391460938,0.166385439064673,0.160276311919153,NA,0,1,0
"2802",1,0,0.489893415339543,0.485142940480427,0.477412132175461,NA,0,1,0
"2803",5,0,0.222233054521834,0.220722074824255,0.210318414437251,0.131156200721339,1,1,0
"2804",5,0,0.16341021425349,0.16942230388118,0.133940475602251,0.0880114260357521,1,1,0
"2805",5,0,0.217152350361249,0.140782925973298,0.227756988314711,0.175453960888841,1,0,0
"2806",5,0,0.221388263889334,0.231730109001118,0.2069844165363,0.148859321176731,1,1,0
"2807",1,0,0.753341900283675,0.732849181598748,0.728281370011255,NA,0,0,0
"2808",1,0,0.448563849492581,0.450426181262201,0.407561682283702,NA,0,1,0
"2809",5,0,0.336670796956018,0.31909964564057,0.308627472485027,0.247459732920048,1,1,0
"2810",1,1,0.375637814356618,0.330427603240004,0.367784995596557,NA,0,0,0
"2811",1,0,0.701015839953305,0.63482611020744,0.666583688815673,NA,0,0,0
"2812",4,1,0.457902317644338,0.359791095273528,0.476375415969115,NA,0,0,1
"2813",5,0,0.382691709537167,0.317369969487843,0.347960928059233,0.256301946321846,1,0,0
"2814",3,1,0.441127672043506,0.419737626896042,0.413342317985025,0.326434902474216,1,1,0
"2815",5,0,0.176701196676367,0.120042399289082,0.156808720283048,0.0912649168438738,1,0,0
"2816",5,0,0.114220344680012,0.135361261640693,0.101477772488557,0.0682860457430107,1,1,0
"2817",3,1,0.361485149922748,0.253599659799912,0.34773046253129,NA,0,0,1
"2818",4,1,0.51837877994867,0.394290254488745,0.527176385940417,NA,0,0,0
"2819",3,1,0.592589519569674,0.505759215268998,0.544251323436968,NA,0,0,0
"2820",4,1,0.59381944684173,0.503632185042586,0.602663515664173,NA,0,0,1
"2821",3,1,0.252374247998713,0.208282538074689,0.273192494466378,NA,0,0,0
"2822",4,0,0.368340247242787,0.293700927774861,0.359043768516062,NA,0,0,0
"2823",5,0,0.123580168301714,0.125702126106384,0.125764382914776,0.0770038888476533,1,1,0
"2824",5,0,0.206347463225878,0.204603894347267,0.216049003515088,0.121460342751305,1,1,0
"2825",1,1,0.555560983510862,0.458594599138649,0.4971173480516,NA,0,0,0
"2826",1,0,0.50645813329808,0.428524867155286,0.423818971260084,NA,0,0,0
"2827",5,1,0.351255951135376,0.287729096517229,0.290842131127474,0.211127077121198,1,1,0
"2828",1,1,0.236624404806222,0.238281102213991,0.228907921079375,NA,0,1,0
"2829",5,0,0.176968071649015,0.195367716332614,0.17172164701471,0.107962984937226,1,1,0
"2830",5,1,0.302362701820996,0.243692583455544,0.286352272977089,0.222500543324791,1,0,0
"2831",5,1,0.319626703169214,0.254345985361083,0.258821660910013,0.202145394132222,1,0,0
"2832",4,1,0.310297851300306,0.223672142540384,0.299823471103326,NA,0,0,0
"2833",1,1,0.267591478249478,0.257141211635276,0.253266947581073,NA,0,1,0
"2834",1,1,0.220030082459497,0.203200746399193,0.196665364157735,NA,0,1,1
"2835",5,0,0.136798965979919,0.139476702377623,0.145879873854455,0.0732954049863253,1,1,0
"2836",5,0,0.175445051252665,0.159248225729957,0.156719334739891,0.105257943760707,1,1,0
"2837",5,0,0.176167982814428,0.182127143975201,0.150368891428848,0.0918942079828184,1,1,0
"2838",5,0,0.258563651518089,0.197661726319051,0.261164978255604,0.153742159049878,1,0,0
"2839",5,1,0.191095925732603,0.162618319277679,0.167220758761222,0.106393186261744,1,1,0
"2840",5,0,0.178672111957864,0.159218231715993,0.150043730043426,0.101917999190134,1,1,0
"2841",3,1,0.693164575127785,0.610975017372355,0.689359007705688,NA,0,0,1
"2842",1,1,0.636427941884183,0.648817019875753,0.638905814837455,NA,0,1,0
"2843",3,0,0.322055349428077,0.244416437152999,0.298426384530903,NA,0,0,0
"2844",5,0,0.382100184386948,0.378639476392828,0.338877632327718,0.279940907060641,1,1,0
"2845",1,0,0.460591932442165,0.509483072280644,0.418817767343499,NA,0,1,1
"2846",5,0,0.155321703252233,0.163318069444685,0.141231007911451,0.0902199153452383,1,1,0
"2847",1,1,0.296963896293858,0.351747481648424,0.253242893404494,NA,0,1,0
"2848",3,1,0.567533562898584,0.659266617421639,0.632235763868314,NA,0,0,0
"2849",4,1,0.841909718606999,0.797388998554656,0.840251487022392,NA,0,0,0
"2850",1,0,0.223427110966754,0.175758412643596,0.199767356208036,0.129758446776121,1,1,0
"2851",5,0,0.263318965182814,0.260113883597155,0.259762138815138,0.192541994252899,1,1,0
"2852",5,1,0.219806939864342,0.203055653570819,0.182889976775346,0.125143658673541,1,1,0
"2853",5,1,0.311499206673334,0.310551172508822,0.293352811725481,0.265289594541794,1,1,0
"2854",1,1,0.743771072311554,0.694841350382191,0.720531355618368,NA,0,0,0
"2855",5,0,0.186309363471654,0.176484011446614,0.159274362171918,0.113622431179047,1,1,0
"2856",1,0,0.5952090200884,0.534007732562037,0.528794720818217,NA,0,0,0
"2857",3,0,0.329898898534669,0.228782478502652,0.32249691744656,NA,0,0,0
"2858",5,0,0.186714524136678,0.18377242430666,0.167639359703015,0.112484281338485,1,1,0
"2859",3,0,0.499513300805866,0.370193081335785,0.478962042471809,NA,0,0,1
"2860",5,0,0.254293104558055,0.181903758439888,0.193607891367118,0.135218182267009,1,0,0
"2861",5,0,0.157525181456937,0.164105152551399,0.139572224634175,0.108533734813398,1,1,0
"2862",1,1,0.321066199908503,0.239901878957533,0.312476384844195,NA,0,0,0
"2863",5,0,0.180835856054711,0.13624484400001,0.143797015463996,0.106007000236502,1,0,0
"2864",3,0,0.392814845648512,0.295020229842561,0.391293508009582,NA,0,0,0
"2865",1,1,0.219573754596721,0.217429065410153,0.180233963854048,NA,0,1,0
"2866",5,0,0.19321825722856,0.202268911228252,0.177369939623889,0.121011047669154,1,1,0
"2867",1,0,0.310918726829695,0.303909253607063,0.233994887506934,NA,0,1,0
"2868",5,1,0.234701094682176,0.232501098522221,0.246176605245727,0.158919536446339,1,1,0
"2869",5,0,0.185609127636085,0.163418228323856,0.154037524169094,0.103163113654233,1,1,0
"2870",5,0,0.214081300516361,0.173782891108185,0.188323494989831,0.113155201757488,1,0,0
"2871",1,0,0.557325334865089,0.549625714099912,0.52487921904197,NA,0,1,0
"2872",5,0,0.137010236024945,0.144548336252302,0.11278024202038,0.0765650918961534,1,1,0
"2873",1,0,0.282081792450298,0.311775401362211,0.266049764712666,NA,0,1,0
"2874",4,0,0.146616987408924,0.159005237904677,0.150310736204381,0.0873856076732737,1,1,0
"2875",3,1,0.427065454577285,0.350629051107529,0.418012104007876,NA,0,0,0
"2876",5,0,0.223906150718703,0.137749248756593,0.205903964858641,0.121486284158795,1,0,0
"2877",3,0,0.481917569807762,0.371655012444418,0.44011637736501,NA,0,0,1
"2878",5,0,0.109063411381033,0.123008517656655,0.0981300696520541,0.0594380209794267,1,1,0
"2879",1,0,0.44028899838617,0.403488738194125,0.403027025386791,NA,0,1,0
"2880",1,0,0.500632475434854,0.409176432650097,0.432428485734272,NA,0,0,0
"2881",1,1,0.673127977303503,0.580898058067343,0.589178319740813,NA,0,0,0
"2882",1,1,0.458077762140432,0.435504806344003,0.458500450501595,NA,0,1,0
"2883",4,0,0.171685734183955,0.16399018853748,0.126417320394103,0.0951176173529816,1,1,0
"2884",3,0,0.243311421726888,0.174072550877709,0.228365415107384,NA,0,0,0
